feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
5.340993712239747,-2.339323602015605,-0.20536364855869904,1.619783720723643,-3.9089940913344456,-0.15007533451080857,-1.125428600956637,-2.5460891144722524,-1.6420079891608692,1.0830610161278367,1.2703788052341825,-1.2498218322979953,1.4852364727924836,4.776931366298425,-2.742463318796738,2.5865503123594396,0.2675041331005089,4.911893274038357,1.1357981336092926,6.84364576402489
-9.69867297083831,1.8792739227499817,5.136845878260859,-2.0607668721376684,-0.9960106332891006,3.1819081622117036,1.9405305157962363,0.7598083736510468,6.646272759893124,-4.775780807220625,-2.959434002509128,7.393315262683998,-1.9489517364448017,-5.482224303858191,-1.801649821334312,0.713386315023097,1.217702080736306,1.2066945771611595,-1.4352807441587037,-0.9236051399156536
0.15457672843763318,-0.8492008375654848,1.2764726779699154,0.0290948722137081,-2.073552953915406,-0.6685010624434862,-1.0351857698633864,-0.8924739442119569,-1.2036954603595684,1.2305251641491197,-1.842746530618438,-1.8618308427187158,0.32480131245689003,3.9081745173093703,3.335573708755818,0.1878373013265473,1.905350644866041,-0.20836945522015507,2.347016873309367,-1.740544567735476
7.486359635653569,-2.3551279224690354,0.34452290763564886,-0.36342686580853745,0.2660451512823627,-0.5877934427203821,-1.5835148656982616,0.07391692995392307,-6.011548521702106,-0.31063831308995193,0.4626507562183835,2.626558580229071,2.7876961644095952,7.9397359357039345,-3.2538336867557933,1.270556073987886,2.7572901906757994,4.832000144984952,3.416729460921696,4.4732698489487985
8.800387682743883,-3.9332105347749335,-2.528424960394589,-1.6880149148927734,6.045727738663714,-3.105362546984692,0.16456671453430194,-0.5392024347537312,-8.81422910092226,0.5759687359439126,5.20582988686503,1.432271408994645,2.215007986141517,5.9633896354890625,-1.5521770973902975,-1.327726589427085,6.476103877643165,2.762323844877285,4.2393859276127985,2.8943078584793085
5.2667491981411665,-1.1575479700155034,-1.1084822349596315,-0.2514789592056429,-0.16124235310533114,-1.774526329217199,-0.8189134710771613,-1.6555246910841825,-1.01904996878689,2.2793742992435595,1.9387822224092843,-2.070203306714823,0.03833965450980903,3.331274099053019,-0.3233231587457075,1.0716672488902672,1.0572777656311447,2.072567449046212,1.380748699154089,3.0820641778391282
0.18220524355288883,-2.5137767854293047,0.14482689778001745,-1.6754687719931538,-0.6213103458267082,-0.13110502788234313,-2.439821852696821,1.3621204539475378,-1.855932754397847,-0.849206189783815,-4.50735569128355,0.6434816289047688,-2.5427391002289834,2.2480621617984164,-0.6563032486957148,1.4605481408756953,-1.9297655203936428,7.36335407542543,3.245548771373073,3.076081138874915
4.7092706744677955,6.983797484586265,-0.8751264387885086,-3.0932515547393895,1.1976423444303999,0.37880871588659826,0.33090031431630984,1.0724899491318056,2.1674994021340614,1.233421693134607,3.7810435114792824,0.7873752138073663,2.7900068039441734,-1.1158925434292168,-1.1856208897579463,2.0213758387451133,0.9656042780373635,-2.094862553833829,-2.574137738226915,-2.3923035241679718
-5.295935764126812,-1.590121231176252,0.840358035500171,-0.38698779780447634,0.37681664026458156,1.260938757759997,-0.10996323892271054,1.8214307805282157,-0.5894541734582168,-1.8798532237720673,-3.185365606811105,1.0164393038521127,-1.7420209978254029,-1.9167853058164255,1.033592862883496,-0.9732263307484248,-0.4455605312677487,1.5065416378316558,1.309686292489404,-2.069633910548126
-3.8085016871320105,-2.410936441287278,0.19200560573674252,-1.2222478396496457,-2.415235545259521,1.475341910388577,-2.7470768630208036,2.740460638014955,-0.7652021021521628,-1.327524498485633,-7.3818900121890225,-1.1693883389153388,-3.572531163686361,0.3547097786257261,0.08715129478551908,2.307664546909913,-4.095366607588883,8.937345576358041,3.6332765137500367,2.250892585566654
